Date,CA,TX,NY,FL,IL,PA,OH,MI,GA,NC,NJ,VA,WA,MA,IN,AZ,TN,MO,MD,WI,MN,CO,AL,SC,LA,KY,OR,OK,CT,IA,MS,AR,KS,UT,NV,NM,WV,NE,ID,HI,ME,NH,RI,MT,DE,SD,AK,ND,VT,DC,WY
6/30/2003,321591,118716,212288,157316,185360,128544,122689,144020,152396,143998,275086,182324,206148,322258,108047,158694,119432,121210,215823,142686,192612,231509,106714,131803,118918,103779,182506,88629,238636,107308,93379,88406,102651,184714,214981,141793,75836,113173,145221,287958,162515,213668,231887,148833,188732,119274,189374,,163142,293181,147201
7/31/2003,325297,118938,214009,158667,186213,129478,123088,144531,152682,144222,278219,183887,207162,324632,108203,159237,119696,121776,218140,143480,193860,231598,106907,132181,119151,104027,183325,88863,240809,107643,93439,88778,103471,184871,216735,142167,76121,113642,145423,291208,164074,215822,235668,149572,190244,119517,191231,,164314,296519,148171
8/31/2003,329393,119221,215925,160013,187286,130352,123555,144998,153012,144486,281246,185511,208326,326996,108432,159880,119975,122401,220440,144482,195131,231834,107175,132618,119704,104301,184335,89108,242820,108057,93622,89133,104109,184938,218913,142631,76339,114109,145625,294580,166125,217760,238847,150813,191853,120179,192782,,166224,299930,148720
9/30/2003,334185,119460,217921,161529,188527,131246,124016,145503,153333,144759,284035,187254,209666,329290,108708,160779,120260,123035,222980,145547,196463,232190,107467,133055,120224,104622,185400,89349,245185,108536,93750,89526,104526,185065,222034,143059,76567,114690,145981,298340,168397,219953,241719,152276,193699,120969,194381,,168335,303039,149113
10/31/2003,338958,119772,219973,163212,189742,132209,124465,146036,153633,145014,286580,189316,211071,331582,108970,161779,120565,123693,225817,146698,197710,232473,107696,133501,120813,104948,186648,89573,246954,109000,93956,89902,104828,185325,225608,143621,76740,115228,146325,303611,170841,222151,244587,154029,195334,121935,195850,,170486,306450,149727
11/30/2003,344095,120050,221733,165037,190900,133122,124824,146522,153949,145272,289123,191511,212322,333901,109220,162774,120878,124275,228760,147532,198988,232961,107894,133929,121171,105249,187802,89807,249019,109448,94127,90270,104808,185633,229754,144285,77056,115786,146698,309309,172478,224073,248014,155255,196724,122638,197149,,171696,309171,150360
12/31/2003,349227,120371,223381,166799,191919,133999,125177,146987,154340,145585,291823,193778,213694,336405,109453,163769,121198,124889,231569,148306,200223,233439,108082,134392,121558,105535,189011,90054,251180,109834,94374,90644,105037,186014,233815,145166,77437,116267,147328,314310,174138,225671,251711,156411,197740,123156,198292,,172793,312498,150922
1/31/2004,355150,120949,225162,168618,193125,134826,125494,147420,154736,145971,294733,195978,215233,339150,109616,164960,121579,125482,234378,149201,201363,233932,108361,134870,122033,105809,190161,90336,253751,110222,94721,91045,105129,186408,238435,145925,77914,116737,147973,319552,175487,227350,255154,157192,199223,123361,198649,,173920,317142,151400
2/29/2004,361453,121981,226948,170462,194273,135941,125855,147825,155155,146355,297821,198460,216931,341817,109739,166114,121948,125999,237477,150313,202590,234431,108656,135376,122621,106085,191479,90626,256308,110536,95051,91491,105429,186801,242629,146816,78375,117244,148707,324929,177386,229291,258774,158216,200994,123726,199909,,175618,321543,152059
3/31/2004,368144,123333,228579,172381,195461,137044,126228,148305,155556,146726,301177,201146,218537,344395,109953,167447,122349,126450,240605,151390,203914,234840,109018,135899,123309,106301,192852,90887,258498,110924,95368,91967,105962,187172,248215,147446,78951,117722,149436,330749,179383,231282,262153,159350,202900,124334,201023,,177275,326154,153021
4/30/2004,375002,124471,230277,174263,196716,138185,126589,148705,156015,147082,304498,204018,220197,347002,110248,168733,122743,126854,243864,152460,205365,235357,109342,136443,123943,106479,194194,91132,260890,111283,95607,92468,106827,187432,253177,148117,79465,118213,150099,336589,181647,233291,265389,160719,204957,124960,202713,,178957,329779,154207
5/31/2004,382694,125319,232170,176366,198073,139323,126955,149110,156449,147405,308150,207132,222123,349666,110632,170301,123125,127322,247182,153617,206694,235882,109740,137100,124483,106688,195682,91384,263356,111617,95904,92903,107540,187573,260281,148851,79875,118681,150761,342530,184181,235486,268884,162353,207019,125877,203930,,181148,334821,155444
6/30/2004,391427,125812,234333,178720,199621,140499,127289,149491,156845,147767,311788,210613,224218,352483,110901,171714,123502,127810,250902,154859,208145,236510,110197,137771,125036,106955,197173,91657,266197,111907,96136,93338,108183,187659,267946,149807,80212,119208,151307,349846,186875,237849,272911,164203,209843,126750,205477,,183468,340180,156785
7/31/2004,399983,126407,236566,181336,201045,141821,127644,149944,157247,148102,315667,214457,226199,355671,111174,173573,123892,128386,254792,156173,209522,237085,110712,138433,125527,107281,198881,91934,269031,112153,96519,93739,108477,187720,276629,150758,80668,119747,152032,357534,189574,239987,277057,166166,212692,127820,206726,,185620,346364,158026
8/31/2004,407927,126952,238657,184192,202392,143056,127927,150361,157707,148448,319545,218556,227947,358916,111519,175830,124315,128886,259095,157136,210880,237640,111179,139041,126207,107576,200483,92254,271760,112451,96825,94236,108905,187816,283586,151467,81298,120257,152575,365116,191210,241997,280655,167419,215513,128546,208016,,186806,351756,159423
9/30/2004,415466,127617,240830,187150,203505,144380,128222,150731,158203,148847,323467,222620,229808,362241,111863,178063,124775,129316,263651,158078,212094,237999,111615,139758,126810,107849,202203,92614,274370,112768,97255,94720,109799,187922,289197,151960,81911,120572,153077,371507,192533,243742,283641,168292,217905,129081,209447,,187887,358377,160679
10/31/2004,423001,128229,242908,190166,204707,145583,128504,151096,158735,149289,327436,226364,231905,365100,112243,180683,125278,129689,268034,158933,213245,238463,112075,140559,127378,108192,203990,93024,277276,113150,97587,95226,110888,188097,293917,152518,82500,120860,153783,378038,193696,245493,286920,168865,220477,129553,210959,,189241,366421,161793
11/30/2004,430080,128811,245277,193182,206071,146956,128833,151465,159230,149803,331362,229813,234369,367799,112587,183520,125808,130152,272588,160032,214271,238896,112610,141448,127935,108515,206022,93346,280280,113461,97980,95693,111968,188190,298579,153101,83030,121141,154764,384440,195795,247461,290214,170208,223977,130275,212605,,191198,374463,162831
12/31/2004,437291,129389,247498,196431,207571,148342,129160,151831,159685,150313,335259,233472,237215,370348,112972,187468,126365,130672,276977,161154,215335,239561,113179,142306,128454,108868,208013,93678,283224,113857,98389,96194,112393,188318,303700,153777,83557,121605,156102,392232,197827,249581,293737,171721,228264,131041,214093,,193335,380284,164144
1/31/2005,443946,130011,249757,199872,208888,149844,129549,152214,160086,150740,339172,237359,240198,372855,113843,192039,126967,131232,281818,161935,216643,240260,113670,143201,128745,109234,210091,94040,285738,114252,98770,96845,112909,188554,308311,154554,84121,122050,157381,398355,200467,251683,297498,174340,231588,131879,215950,144722,195452,383161,165516
2/28/2005,451162,130416,252025,203546,210215,151014,129931,152524,160475,151243,342777,240990,242805,375827,114805,196770,127612,131782,286301,162544,218005,240886,114044,143996,128966,109636,212437,94380,288409,114744,99240,97537,113378,189050,314795,155349,84768,122457,158858,405355,202831,253840,300633,176727,233874,132599,217725,144204,197348,388311,166607
3/31/2005,458205,130668,254247,207406,211522,152217,130313,152871,160894,151704,346262,244681,245613,378488,115841,201268,128294,132359,290699,163192,219162,241490,114306,144958,129128,110118,215079,94689,291073,115182,99690,98253,113884,189658,319918,156465,85298,122883,160456,412682,205091,255942,303210,178710,235799,133403,219582,143964,199206,394525,167500
4/30/2005,465654,130846,256631,211553,212952,153460,130652,153210,161402,152305,349958,248640,248572,381056,116381,206347,128982,132957,295363,164176,220360,242074,114595,145898,129707,110619,218172,94976,293861,115715,100195,98895,114222,190372,326797,157443,85872,123300,161685,421730,206692,258125,305788,179952,238125,134301,221263,143832,201552,402305,168109
5/31/2005,472185,131105,258968,216009,214373,154814,130942,153610,162012,152887,353824,253283,251873,383046,116858,212437,129698,133603,300334,165281,221582,242679,114973,146839,130480,111115,221249,95321,296495,116367,100717,99545,114692,191083,330070,158514,86417,123750,163137,431493,207917,259787,308212,180956,241292,135113,223108,144426,203414,407920,168938
6/30/2005,478216,131497,261222,220836,215847,156224,131240,153886,162671,153592,357902,257720,255669,384503,117342,220148,130443,134217,305808,166412,222720,243230,115429,147746,131431,111557,224515,95646,299332,117105,101394,100195,114795,191703,333296,159468,87093,124153,164712,441188,209027,261199,310415,182108,243540,135837,224478,145283,205162,413723,169707
7/31/2005,484395,131826,263527,226082,217340,157643,131504,154097,163270,154337,361896,261843,259852,385829,117865,228511,131258,134786,311381,167526,223698,243817,115945,148772,132456,111968,227963,95966,302115,117856,102075,100868,114987,192331,334874,160861,87751,124542,167013,451087,210162,262596,312144,183110,245689,136365,225954,146168,206824,420250,170877
8/31/2005,490820,132166,265887,231421,218787,159230,131809,154315,163815,155119,365965,265522,264495,386776,118277,236626,132062,135371,316955,168615,224477,244375,116446,149893,133493,112367,231865,96274,305209,118464,102774,101462,115081,193082,338273,162458,88106,124929,169781,460597,211320,264006,314556,184638,247757,137132,227457,147060,208954,427675,171945
9/30/2005,497482,132451,268400,236727,220420,160757,132085,154589,164391,155886,369916,269375,268903,388119,118622,245137,132886,135963,321821,169514,225448,245076,117026,151009,134566,112706,236261,96620,308199,118966,103420,102079,115383,194107,341538,164453,88440,125331,172576,469976,212443,265492,317421,186539,250630,137971,229185,148035,211272,433896,173188
10/31/2005,503778,132633,270894,241718,222007,162239,132380,154809,164964,156710,373979,272962,273056,389313,118876,252167,133649,136553,326781,170230,226274,245875,117710,152100,135756,112949,240464,96918,311232,119303,104155,102730,115401,195362,344552,166343,88679,125734,175956,478038,213273,266959,319927,188557,253594,138827,231057,148981,213250,438074,174452
11/30/2005,508900,132937,273160,246493,223463,163612,132697,154985,165603,157520,378016,276452,277251,390324,119137,259244,134442,137082,330996,170865,227245,246678,118583,153192,136920,113234,244468,97275,313903,119664,104836,103486,115359,196857,347003,168313,89169,126090,178347,485570,213998,268314,321782,189830,255999,139294,232939,149583,214945,442431,175681
12/31/2005,513443,133172,275482,251031,224786,164945,132998,155124,166163,158332,381933,279302,281217,390410,119342,263916,135243,137583,335703,171429,227880,247294,119487,154336,138212,113560,248586,97615,316106,119963,105405,104174,115661,198498,348350,170263,89641,126346,179929,493239,214633,269611,322868,190968,257972,139660,234988,150069,216476,447450,176930
1/31/2006,517234,133536,277499,255298,226007,166128,133229,155258,166801,159122,385168,281941,284853,390181,119309,266882,136021,138023,339306,171964,228320,247897,120464,155386,139637,113908,252715,97986,317994,120265,105964,104733,116081,200079,350038,172270,90115,126652,181202,501870,214989,270595,323436,191617,260564,139940,237021,150450,217698,453081,178198
