Date,CA,TX,NY,FL,IL,PA,OH,MI,GA,NC,NJ,VA,WA,MA,IN,AZ,TN,MO,MD,WI,MN,CO,AL,SC,LA,KY,OR,OK,CT,IA,MS,AR,KS,UT,NV,NM,WV,NE,ID,HI,ME,NH,RI,MT,DE,SD,AK,ND,VT,DC,WY
4/30/2013,355438,138349,256563,152328,157377,158157,110382,105781,128432,149679,285987,237680,242298,316171,113487,172259,130666,121667,257998,143126,176604,242528,113030,140463,146560,111321,226612,104539,237513,122580,103730,104256,118133,214892,161397,165265,89375,126725,166142,482149,185606,215062,225808,208043,209496,153325,268805,191510,225969,459535,204697
5/31/2013,362989,139213,257251,154225,157983,158483,110723,106966,129529,150150,286742,238394,244853,317875,113723,174192,130995,121809,259738,143991,178141,244180,113091,140897,146781,111484,229170,104706,239026,122685,103633,104287,118475,217053,165500,165974,89573,126713,167890,482940,185446,216082,227020,208829,209475,153798,269594,192799,225915,466799,205160
6/30/2013,370604,140085,258069,156119,159185,158893,111172,108170,130727,150651,288064,239082,246836,319690,114031,176541,131362,122063,261326,144690,179849,245724,113168,141324,147137,111684,231424,104920,240475,122945,103483,104385,118557,219654,169670,166760,89746,127001,169250,483905,185400,216865,228251,209682,209561,154275,271078,194091,225704,473003,205424
7/31/2013,378073,140977,258877,158156,160302,159318,111575,109469,131941,151171,289731,239869,249030,321738,114306,179290,131697,122394,262972,145319,181764,247507,113264,141851,147639,111945,233588,105145,241426,123188,103324,104549,118651,222140,174274,167371,89955,127269,170831,484818,185394,217644,229388,210471,209825,154766,272458,195435,225564,477213,205738
8/31/2013,385353,141913,259580,160250,161889,159681,111967,110854,133295,151688,291530,240821,251106,323886,114590,181580,132195,122705,264392,146043,183522,249582,113494,142535,148081,112323,235137,105470,242419,123448,103206,104720,118723,224542,178377,168304,90153,127618,172069,490328,185746,218682,230799,211344,210966,155236,273926,196748,225484,480860,206151
9/30/2013,391783,142946,260285,162383,163285,160020,112259,112321,134726,152154,293048,241884,253454,326581,114828,183484,132745,122889,266005,146904,185261,251462,113692,143102,148304,112578,236906,105822,243461,123672,103171,104847,118925,226574,182280,168469,90413,127898,173128,495966,185967,219771,232442,212197,212234,155710,274874,198230,225435,484727,206654
10/31/2013,397373,144033,261119,164278,164845,160267,112655,113628,136181,152687,294424,242639,255280,329067,115018,185068,133418,123251,267534,147746,186891,253170,113890,143632,148489,112875,238322,106040,244224,123873,103178,104949,119160,228140,185666,169037,90679,128290,174142,501615,186333,220834,234031,213168,213875,156109,275463,199418,225385,488695,207197
11/30/2013,402495,145113,261970,166120,165650,160571,112999,114860,137408,153145,295799,243328,256701,330991,115331,185961,134114,123524,269173,148337,188224,254652,114069,144158,148734,113081,240564,106251,244741,124028,103160,104985,119389,229451,188827,169139,90968,128590,175207,505872,186277,221695,234939,214121,214967,156556,276246,200775,225400,492325,207708
12/31/2013,406948,146067,262722,167802,166686,160788,113290,116122,138688,153716,296940,243956,257973,331982,115690,187486,134711,123880,270339,148785,189358,256308,114282,144651,149129,113326,242780,106397,244725,124261,103185,104975,119651,230187,190924,170233,91206,128875,175899,510898,186174,222546,235313,214941,216010,156976,277021,201963,225419,496179,208164
1/31/2014,411466,146931,263470,169366,167293,161029,113312,117406,139774,154189,297928,244832,259521,332963,116110,189145,135224,124111,271413,149192,190570,257719,114421,145210,149608,113413,244978,106682,244519,124500,103207,104998,119873,230988,192839,171132,91359,128862,176239,514212,186124,223250,236023,215842,217115,157341,277490,203154,225432,502726,208747
2/28/2014,415177,147822,264192,170689,168199,161258,113271,118512,140851,154681,298460,245445,261382,333574,116470,191624,135607,124429,272316,149867,191858,259149,114532,145672,150019,113584,246342,106957,244493,124825,103317,105138,120125,231703,194575,171892,91413,129042,176832,517405,186046,223979,236421,216731,217838,157621,278060,204118,225331,509875,209374
3/31/2014,417355,148615,265040,171967,168593,161455,113226,119350,141717,154983,299524,245921,262455,334854,116881,192377,135925,124732,272816,150615,193372,260346,114579,145958,150316,113641,247327,107214,244101,125263,103412,105400,120098,232580,196087,171945,91463,129475,177426,519031,185969,224381,237825,217744,218343,157992,278615,204793,225116,517465,210161
4/30/2014,418414,149380,265656,173048,168761,161510,113294,120072,142589,155231,300585,246220,263422,336302,117229,192387,136186,125077,273428,151006,194661,261766,114758,146096,150562,113850,248288,107375,243691,125805,103623,105653,120122,232698,197241,171786,91565,130293,178113,521221,186381,224859,239097,218547,218550,158423,279064,205672,225075,521516,210920
5/31/2014,419028,150178,266168,174060,169182,161531,113425,120831,143345,155442,301626,246469,263940,337722,117544,192245,136511,125522,273372,151168,195611,263282,115056,146313,150560,114041,248987,107646,242839,126260,103855,105882,120138,232889,197710,171568,91732,130926,178443,523774,187081,225103,240452,219281,219632,158975,278881,206559,225177,523353,211688
6/30/2014,419865,151098,266542,174920,169901,161676,113629,121673,144044,155627,302169,246821,265477,338880,117817,192452,136919,125967,273684,151376,196184,264953,115403,146641,150466,114365,250155,107881,242511,126565,104070,106025,120364,232900,198037,171129,91884,131334,178845,528146,187685,225564,240959,220021,220565,159444,278420,207667,225488,524116,212485
7/31/2014,421182,151974,266815,175794,170651,161914,113875,122391,144803,155785,302483,247174,266735,339652,118193,192342,137337,126382,273668,151814,196422,266611,115692,147046,150343,114696,251238,108168,242213,126794,104342,106110,120677,232887,198834,170770,92023,131648,178974,531704,187948,225939,240716,221104,221353,159900,278828,208751,225740,525655,213300
8/31/2014,421874,152922,267162,176432,171076,162103,114022,122953,145512,155864,302618,247433,267836,340501,118571,192431,137680,126734,274023,152103,196467,268047,115932,147397,150480,114874,252669,108403,241648,126976,104670,106215,121049,232978,199486,170225,92203,131933,178925,534264,187847,226458,240204,221983,221542,160296,279896,210341,225964,526879,214008
9/30/2014,423137,153868,267530,177163,171605,162213,114228,123386,146272,156054,302501,247557,268634,340832,118934,192222,137939,127061,274073,152182,196413,269684,116100,147758,150712,115061,254066,108701,240923,127204,105055,106392,121443,232946,199665,170328,92425,132208,179072,534994,188034,226919,239971,222961,221909,160824,281066,211815,226161,526992,214789
10/31/2014,424490,154845,267984,178153,171905,162327,114374,123872,146969,156275,302292,247800,269982,341036,119296,192675,138144,127370,274258,152278,196371,271626,116310,148063,150984,115237,255688,109246,240497,127419,105501,106651,121758,233585,200742,170444,92688,132465,179368,535266,188246,227572,240028,223461,222192,161401,282215,213875,226428,526069,215387
11/30/2014,426958,155816,268428,179235,172474,162476,114677,124429,147690,156664,301946,248067,271536,341586,119674,193733,138321,127717,274480,152571,196536,273937,116521,148290,151490,115527,257219,109734,240386,127652,105986,106928,122092,234502,201964,171158,92921,132749,179974,536284,188454,228399,240439,224061,222643,162022,282735,214826,226677,526514,216109
12/31/2014,428782,156823,269022,180328,172865,162697,115057,124938,148346,157047,301890,248358,273355,343184,120042,194947,138662,128007,274617,153052,197031,276391,116702,148561,151830,115886,258484,110164,240229,127851,106488,107222,122387,235542,204455,171376,93148,133260,180772,537461,188478,228992,241059,224632,223055,162501,283735,215803,226972,527251,216742
1/31/2015,430702,157844,269595,181342,173234,162870,115612,125464,148986,157531,302158,248341,275363,345283,120311,195371,139111,128167,274583,153500,197500,279149,116892,148901,152121,116375,259714,110430,240011,128165,106987,107482,122764,236643,205932,171411,93302,133844,181651,539709,188445,229816,241696,225358,223539,163117,284449,216326,227247,526152,217460
2/28/2015,432881,158856,270055,182486,173350,163010,116205,126029,149594,158015,302931,248759,276890,346998,120545,195578,139651,128346,274502,154044,198425,281953,117086,149414,152324,116736,261372,110790,239992,128455,107433,107684,123097,237690,207550,171271,93532,134607,182664,541189,189096,230516,242028,226371,224190,163812,285046,217476,227584,524925,218097
3/31/2015,436160,159941,270357,183623,173850,163299,116739,126762,150188,158634,303158,249195,278872,348132,120762,196979,140170,128653,274942,154357,199241,284766,117363,150048,152769,117136,263429,111220,240415,128802,107802,107818,123568,239103,208693,171259,93743,135313,183456,543625,190179,231607,242140,227151,224868,164486,285457,218889,227861,523699,218640
4/30/2015,438895,161046,270765,184760,174640,163729,117187,127411,150873,159161,303457,249635,280687,348385,121070,198869,140711,129188,275007,154895,200304,287439,117566,150743,153178,117447,265227,111613,240794,129127,108139,107990,124052,240789,210111,171642,94008,135957,184618,545643,190856,232621,241944,228096,225954,165097,286751,220517,228050,524477,219196
5/31/2015,441760,162077,271276,185940,175407,164267,117648,127938,151711,159624,303527,250010,283249,349034,121364,200578,141384,129672,275298,155236,201018,290353,117747,151335,153622,117829,267154,111899,241223,129547,108458,108118,124586,242339,212044,171892,94222,136606,185588,548502,191317,234013,241923,228991,226461,165589,288785,222347,228149,525174,219761
6/30/2015,443971,163091,271945,187199,175635,164534,118084,128403,152615,160058,303851,250297,285232,349721,121662,201517,142019,130155,275273,155528,201697,293271,117905,151877,154034,118106,269146,112196,241284,129965,108837,108349,125132,243738,213477,172357,94444,137230,186744,550036,191623,235069,242626,230123,227162,166271,290673,223853,228156,526767,220425
7/31/2015,446142,164088,272713,188386,175906,164700,118519,128921,153389,160616,303944,250625,287207,351337,121803,202822,142630,130588,275577,155684,202413,296167,118138,152385,154517,118368,271432,112461,241419,130413,109166,108623,125581,245320,214167,172823,94651,137823,187701,551915,192481,236137,244010,230793,227613,166957,291371,224912,228114,528678,221122
8/31/2015,448727,165053,273463,189737,176148,164884,118934,129543,154144,161263,304091,250931,289758,352998,121974,204050,143217,131076,275742,155894,203217,299166,118332,152809,154804,118748,274007,112720,241626,130886,109440,108968,126000,247331,215237,173563,94833,138434,188995,551989,193375,236748,245342,231411,228427,167747,291347,225406,228076,531089,221971
9/30/2015,451692,165939,274209,191143,176482,165218,119333,130053,154868,161819,304446,251309,292461,354521,122209,205523,143870,131563,275938,156250,204199,302283,118590,153211,155173,119192,276490,112896,242045,131351,109647,109279,126311,249503,216887,173950,95042,138996,190044,552562,193898,237316,245693,231697,228980,168230,291054,225709,227943,534509,222591
10/31/2015,454906,166883,274785,192545,176722,165602,119720,130565,155557,162313,304828,251705,295244,356153,122476,206393,144594,132016,276098,156715,205145,305341,118753,153697,155569,119602,279074,112837,241931,131818,109849,109549,126702,251325,218372,173946,95215,139593,191129,554022,194323,237597,246185,232428,229319,168742,291059,225788,227919,538805,223169
11/30/2015,457425,167742,275352,193809,177013,165945,120084,131163,156238,162718,305353,251975,297849,357142,122828,207106,145367,132392,275911,157336,206222,308135,118907,154324,155848,119962,281518,112817,241301,132306,110007,109857,127042,252692,219282,173428,95411,140234,192128,555930,194754,238055,246848,233074,229641,169202,291645,226410,227939,540967,223531
12/31/2015,460930,168643,275749,195185,177470,166193,120412,131965,156899,163088,305716,252272,300397,357995,123211,207924,146040,132920,276387,157973,207268,310738,119087,155001,156211,120297,284111,112878,240982,132737,110139,110150,127381,254130,220696,173244,95585,140701,193454,557278,195988,239058,248142,233880,230004,169950,292566,227048,227885,542264,224066
1/31/2016,464023,169584,276181,196669,178058,166596,120819,132712,157740,163504,305700,252667,302743,358944,123740,209555,146763,133477,276924,158570,208543,313033,119361,155675,156408,120684,286822,113210,241132,133083,110272,110457,127696,255738,222675,173618,95885,141207,195334,558940,197204,239859,249770,234419,230411,170689,293796,227995,227931,542753,224477
2/29/2016,466704,170497,276921,198234,179086,167144,121216,133407,158562,164011,305691,252733,305492,360751,124201,210832,147503,134110,277739,159116,209619,315362,119712,156181,156727,121180,288935,113598,241523,133441,110440,110775,128133,257402,224526,174323,96127,141425,196880,561379,198063,240279,252077,234800,231065,171393,294962,228597,228279,543997,224929
3/31/2016,468372,171382,277869,199575,179961,167503,121729,133897,159531,164483,305622,252866,308215,362527,124549,211692,148291,134635,278162,159598,210581,317801,120031,156674,156774,121687,291145,113964,241552,133820,110678,111133,128553,258688,225535,175278,96387,141647,198415,563758,198490,240441,253482,235240,231804,172240,295574,229217,228988,545811,225304
4/30/2016,471032,172238,278857,200920,180697,167720,122199,134662,160478,165085,305836,253244,311009,364546,124832,212519,148982,135114,278931,160145,211251,320529,120390,157120,157016,122236,293707,114298,241222,134185,110895,111491,128939,259887,227075,175840,96552,141811,199202,565763,199331,240989,254476,235724,232792,173155,295315,229553,229632,548524,225588
5/31/2016,473590,173269,279700,202167,181200,167798,122630,135480,161355,165817,305942,253990,313396,366310,125213,213539,149553,135684,279995,160860,211904,322978,120686,157767,157391,122725,296914,114627,241021,134553,111138,111897,129387,261579,228405,176502,96749,142269,200497,567397,200044,242014,254967,236310,233730,174061,294558,229414,229936,552092,225860
6/30/2016,476308,174242,280370,203579,181846,168241,123046,136405,162063,166726,306403,254723,316029,368063,125749,214638,150132,136289,280845,161817,212827,325325,121019,158393,157941,123296,299965,114987,240913,134969,111416,112305,129862,263488,230082,176984,96902,142936,201650,570039,200729,243078,255608,236581,234890,174712,293822,229251,230230,554892,226027
7/31/2016,478638,175300,281070,205051,182618,168724,123507,137326,162690,167600,306968,255400,318986,368941,126441,215258,150845,136985,281809,162702,214048,327805,121247,159000,158427,123829,303028,115362,240992,135439,111721,112655,130393,265520,231411,177526,97052,143762,203087,572868,200952,243954,256397,237196,236159,175334,293711,229301,230622,556596,226174
8/31/2016,481619,176224,281881,206449,183355,169294,124046,138203,163330,168424,307508,256062,321649,370011,127099,216305,151628,137615,282496,163728,215551,330376,121521,159720,158873,124382,305594,115712,240930,135879,112089,112938,130880,266960,232762,177669,97178,144611,204416,577228,201692,244945,257464,238156,237091,176033,293670,229572,230971,558373,226043
9/30/2016,484368,177210,282741,207690,183984,169731,124614,139283,163864,169288,307940,256782,324450,371748,127763,217431,152536,138259,283706,164783,216883,332712,121751,160526,159286,124898,308250,116044,240750,136258,112420,113235,131379,268831,234030,177989,97238,145502,206076,581605,202924,246194,259761,239331,237751,176964,294072,229925,231281,559612,225858
10/31/2016,487374,178102,283733,208834,184681,170194,125197,140362,164586,170136,308523,257445,326964,373742,128367,219028,153444,138966,284646,165911,218281,334865,122126,161399,159618,125519,310601,116434,241069,136657,112685,113588,131852,270664,234572,178774,97283,146353,207825,585162,204286,247664,261481,240310,238458,177908,294382,230214,231554,560046,225748
11/30/2016,489910,179215,284786,210156,185533,170724,125833,141341,165381,171036,309065,258283,330036,376118,128880,220592,154426,139779,285777,166815,219487,337252,122563,162170,159875,126149,312781,116802,241866,137074,112938,113952,132303,273013,235672,179915,97297,147084,209433,587512,205786,248834,262723,241067,239253,178910,294814,230589,232009,562721,225887
12/31/2016,492092,180390,286089,211429,186451,171430,126532,142192,166351,171959,309658,259241,333073,377983,129314,221860,155415,140463,286529,167636,220626,339659,122989,162885,160012,126780,315175,117183,242761,137567,113240,114321,132790,275230,235258,180912,97387,147834,210896,590194,206770,249689,263217,242027,240295,179876,294919,230981,232596,566070,225920
1/31/2017,494493,181448,287324,212753,187436,171920,127273,143029,167152,172833,310457,260201,336139,379586,129747,222814,156280,141168,287631,168495,221567,342382,123296,163349,160234,127300,317452,117383,243658,138168,113587,114712,133306,277304,236019,181319,97431,148585,211715,592643,207794,250779,263672,243161,241198,180827,294962,231008,233128,571851,225960
2/28/2017,497082,182498,288271,213938,188194,172358,127971,143928,168027,173633,311108,261285,339095,380500,130351,223956,157041,141873,288575,169371,222548,345095,123543,163923,160372,127793,320139,117624,244194,138760,113874,115079,133874,279248,236809,181581,97537,149571,212928,594708,208608,252814,264362,244294,241605,181782,294696,231064,233557,575878,225943
3/31/2017,500194,183417,289105,215195,189094,172774,128608,144980,168891,174519,312212,262127,342089,381675,131091,225305,157931,142638,289541,170275,223758,347942,123823,164412,160854,128397,322385,117844,244766,139355,114163,115501,134507,281476,239954,181509,97653,150731,214116,596792,209478,254735,265405,245460,241425,182567,294491,230780,234019,579637,226013
4/30/2017,503014,184405,290142,216603,189921,173495,129274,146051,169803,175479,312903,263042,345467,383724,131917,226627,159012,143336,290258,171223,225270,350366,124150,165234,161397,129073,324779,118269,245515,139902,114499,115854,135184,283972,242315,181833,97873,151916,216245,599665,210672,256347,267736,246520,240693,183353,294226,230520,234551,580295,226173
5/31/2017,506266,185242,291567,218018,190695,174265,129921,147223,170720,176420,314227,263624,348888,386087,132722,227833,160164,143864,290761,172164,226969,352626,124491,165939,162005,129806,326621,118676,246334,140414,114848,116281,135677,286444,244768,182232,98127,152825,218036,604227,212003,257000,270359,247509,240381,184161,294412,230619,235386,579981,226287
6/30/2017,509773,186104,293268,219415,191287,175009,130596,148215,171783,177231,314940,264370,352435,388662,133461,229275,161306,144424,291558,173179,228549,354837,124746,166741,162313,130474,328205,119055,247087,140934,115119,116667,136055,288959,247250,182912,98438,153550,219963,607870,213464,258007,272988,248498,240457,185105,294869,231060,236444,579407,226552
7/31/2017,512723,186867,294866,220664,191800,175723,131182,149038,172973,177938,316067,264977,356051,391253,134065,230993,162421,144981,291979,174171,229886,356797,125046,167460,162633,131165,329584,119324,247914,141397,115369,117217,136469,291240,250644,183639,98777,154250,221810,610784,214928,259370,274777,249507,240773,186022,295390,231698,237326,580777,226820
8/31/2017,515450,187640,296326,222072,192487,176452,131938,149896,174126,178738,317290,265724,359492,393218,134741,232163,163533,145677,292870,175178,230883,358663,125440,168183,162934,131824,331235,119628,248813,141885,115633,117753,137009,293692,253570,184424,99173,154968,223766,611446,215995,261017,276011,250409,241535,186843,295629,231812,238546,581798,227443
9/30/2017,518472,188474,297694,223442,193258,177251,132735,150790,175490,179613,318724,266404,362571,395206,135388,233488,164503,146527,293710,176046,231901,360643,125990,168841,163364,132505,333001,120037,249814,142367,115976,118238,137656,295535,257130,185115,99580,155782,225894,613515,216871,262581,276869,251562,242478,187589,296512,231987,239769,583659,228259
10/31/2017,521932,189462,299125,224803,194120,178091,133637,151767,176785,180689,319973,267196,365811,396721,136257,234836,165432,147361,295014,176807,232833,362933,126492,169484,163764,133113,334731,120502,250620,142829,116335,118641,138314,297495,261176,185389,100056,156711,227812,616203,217617,264162,278346,252820,243643,188223,298093,232052,241415,586195,229220
11/30/2017,526091,190464,300565,226015,194924,178842,134412,152792,178215,181713,321196,268089,368840,399018,137086,236434,166390,148148,296352,177695,234133,365109,126887,170184,164307,133862,336609,120921,251601,143342,116724,119075,139063,299432,265592,185775,100576,157746,230029,620046,218409,266141,280643,254355,244383,188904,299214,232425,242759,588137,230125
12/31/2017,530358,191376,301822,227254,195794,179576,135133,153797,179579,182793,322415,268787,372475,400977,137965,237743,167420,148837,297564,178789,235571,367696,127405,170907,164864,134561,338404,121325,252133,143879,117034,119569,139820,301846,269719,185989,101002,158779,232111,623050,219212,267982,283105,255534,244613,189425,299382,232474,244022,590456,231042
1/31/2018,534835,192172,303174,228195,196653,180412,135609,155029,181018,183877,323821,269655,375952,403098,138623,239215,168425,149531,298102,180092,237182,370013,127937,171876,165561,135327,340139,121685,252455,144255,117370,120064,140542,303870,272611,186451,101368,159668,234458,625542,220530,269621,285307,256306,244662,189992,298424,232704,245009,590659,231894
2/28/2018,539252,192999,304590,229278,197305,181286,136231,156289,182368,185010,325253,270166,380054,405588,139352,241025,169530,150158,298816,181197,238786,372269,128512,172853,166134,136008,342196,121885,252480,144580,117728,120588,141154,306406,275891,187178,101682,160521,236791,627996,222225,270466,286932,257208,245572,190536,297605,232505,245773,594254,232822
3/31/2018,543105,193974,306064,230565,197657,182482,136924,157497,183518,186047,326492,271021,383815,408095,140202,242774,170517,150898,299560,182345,240389,374291,129002,174057,166381,136660,344501,122080,252791,144894,118077,121062,141678,308827,278004,188318,101971,161172,239231,630131,224020,271617,288555,258311,247241,191281,296835,232822,246170,593441,233542
4/30/2018,545959,195061,307454,232037,197969,183527,137903,158537,184700,186943,327903,271671,387365,409870,141189,244475,171514,151713,300854,183343,241783,376778,129530,175006,166367,137196,346602,122281,253122,145431,118372,121568,142192,311817,280684,189382,102201,161946,241822,632345,224890,272816,289500,259849,249185,192052,295793,232888,246758,594887,234303
5/31/2018,548081,196105,308727,233524,198406,184516,138786,159421,185955,187921,328675,272704,390089,411065,142083,245987,172462,152587,301824,184544,242873,379532,130117,175910,166154,137639,348353,122614,253446,146004,118706,121988,142794,314532,283149,190156,102330,162813,244869,633299,225638,274114,290402,261646,250766,193005,295986,233055,247341,595826,234832
6/30/2018,550054,197116,310035,234746,199019,185118,139599,160428,187312,188950,329679,273600,392229,412322,142989,247428,173497,153371,302728,185490,243748,382090,130732,176675,166194,138113,350065,122812,254013,146376,119115,122379,143395,316896,286647,190673,102458,163756,248317,634335,226399,275299,291122,263396,251797,193928,296328,232649,247473,600703,235467
7/31/2018,552266,198023,311485,235901,199511,185701,140358,161435,188621,190119,330222,274512,393659,414051,143979,248682,174576,154159,303708,186422,244634,384413,131374,177459,166177,138646,351948,123031,254496,146746,119574,122725,143853,319351,290172,190921,102547,164515,251692,635410,227490,276321,291996,265099,252690,194930,297349,232360,247941,605303,236038
8/31/2018,553939,198972,313053,236997,199965,186276,141008,162529,189860,191214,330992,275151,395069,415617,144915,249929,175586,154997,304362,187160,245826,386433,131973,178252,166412,139149,353405,123262,255116,147101,119976,123028,144260,321516,294034,191422,102608,165232,254398,637589,228628,277916,293425,266000,253247,195853,297221,232264,248176,608152,236587
9/30/2018,554943,199756,314709,238143,200502,186932,141588,163480,191024,192254,331908,275706,396870,416513,145690,251408,176579,155636,304855,188070,246900,388378,132548,179078,166511,139605,354706,123557,255359,147607,120424,123401,144721,324000,296630,192040,102739,165934,256747,638890,229576,279258,294657,267042,253753,196838,297351,232143,248940,610810,237149
10/31/2018,555697,200683,316173,239227,201000,187529,142155,164396,192208,193106,332895,276254,398764,417447,146256,252651,177541,156233,305144,188905,248030,390375,133079,179831,166752,140053,355549,123906,255655,148073,120843,123772,145242,326714,298155,193416,102845,166651,259215,639518,230350,280513,295469,268027,254339,197886,299285,232001,249373,613101,237688
11/30/2018,556407,201495,317445,240303,201475,188227,142892,165196,193428,194045,333829,277010,400240,418049,147015,253790,178397,156786,305687,189786,248964,392455,133643,180613,166707,140399,356804,124219,255600,148486,121250,124279,145902,329400,298621,194615,103158,167440,262122,639768,231041,281156,295368,269354,255275,198885,301354,231895,249928,616118,238475
12/31/2018,556266,202476,318491,241419,201729,188886,143648,166175,194542,194993,334374,278025,400882,419150,147935,254778,179240,157520,306345,190475,249941,393778,134066,181398,166520,140822,357964,124587,256000,148883,121628,124807,146473,331904,300053,195963,103485,168317,264885,640173,231979,282110,295490,270465,256215,199798,302880,232093,250454,617748,239175
1/31/2019,555695,203433,319425,242436,201814,189618,144455,166925,195505,196050,334667,279011,401564,419700,149013,256030,180155,158255,307224,191081,250936,394516,134550,182176,166250,141312,359238,124854,255829,149349,121971,125328,147050,334067,301445,197128,103872,169179,267678,640806,232282,283110,295759,271726,257229,200608,302624,232522,251015,618504,240047
2/28/2019,554527,204358,320268,243067,202066,190311,145173,167685,196271,196911,334851,280067,401834,420042,149778,257224,180965,158953,307900,191848,251827,395476,135041,182906,166239,141981,359988,125375,256254,149959,122411,125733,147500,336024,302803,198043,104198,169841,269819,641385,232640,283976,296061,273174,257444,201249,304790,232980,252138,617463,240925
3/31/2019,553933,204958,321233,243435,202326,190764,145875,168183,197208,197729,335165,281002,402161,419950,150444,258288,181731,159488,308179,192696,252478,396334,135570,183380,166403,142578,360175,125819,256369,150500,122883,126070,147952,337581,302886,198697,104522,170496,272280,642054,232818,284408,296584,274515,257594,201882,307244,233150,253197,620679,242269
4/30/2019,554131,205377,322061,243819,202678,191190,146398,168709,198157,198563,335515,281957,402276,420074,150996,258969,182360,159961,308134,193686,253057,397143,136058,183892,166567,143208,360382,126296,256787,150923,123424,126429,148408,338762,303258,199221,104889,171166,274270,642436,233717,284815,297197,275650,257571,202483,310667,233482,254059,624002,243647
5/31/2019,554663,205843,322909,244230,202923,191696,146936,169249,199137,199401,336056,282774,403121,420298,151736,259824,183136,160487,308253,194441,253742,397379,136536,184383,166810,143835,360772,126642,256907,151212,123869,126816,148846,339808,303502,199967,105219,171872,276291,642574,234529,285818,297922,276449,257633,203029,311353,233737,254568,627542,245130
6/30/2019,555305,206423,323518,244754,203158,192437,147560,169906,199915,200259,336638,283613,404490,420754,152389,261011,183871,161070,308566,195236,254744,398013,137077,185027,167050,144488,361608,127151,256955,151688,124282,127277,149398,341272,303131,200979,105583,172550,277806,642843,235469,286881,298528,277406,257841,203539,312058,234315,255618,628115,246459
7/31/2019,556199,207079,324039,245385,203458,193202,148267,170651,200671,201069,337359,284512,406338,421042,153022,262366,184577,161621,308957,196070,255779,398865,137622,185695,167356,145092,362360,127723,257010,152166,124666,127696,150026,342729,302356,202205,105948,173344,279427,643218,236308,287984,299409,278355,257968,204015,311917,234684,256472,628161,247866
8/31/2019,557569,207699,324498,245996,203678,193945,148958,171318,201487,201906,337878,285546,408416,421800,153672,264011,185352,162065,309431,197000,256677,399929,138178,186324,167517,145722,363380,128302,256972,152631,125076,128166,150637,344447,301622,203326,106295,174152,281639,643400,237281,288569,300097,279942,258136,204599,312616,235128,257347,629709,249175
9/30/2019,559490,208380,324903,246632,203788,194608,149681,172047,202268,202753,338218,286650,410440,423010,154467,265466,186218,162576,309958,197835,257686,401013,138716,186940,167749,146378,364434,128818,257213,152976,125416,128606,151155,346129,301610,204434,106579,174914,284048,643350,238500,289446,300897,281274,258263,205151,312462,235557,257830,631042,250397
10/31/2019,561495,208865,325371,247345,203850,195286,150356,172772,203012,203661,338581,287705,412493,424467,155321,267120,187159,163105,310483,198744,258688,401907,139322,187597,167935,147053,365923,129292,257445,153338,125781,129082,151625,347575,302387,205120,106836,175610,286510,643460,239999,290453,301838,282638,258150,205721,310296,236091,258377,632440,251557
11/30/2019,563523,209358,325925,248103,203907,195918,150953,173597,203623,204527,339024,288502,415000,425831,156054,268858,188181,163662,310778,199579,259704,402718,139980,188216,168321,147735,367061,129851,257794,153689,126139,129435,151950,348925,303665,205888,106900,176217,288513,643344,241629,291907,303184,283654,257899,206301,307886,236431,258948,633135,252517
12/31/2019,566433,209723,326646,248825,204058,196555,151551,174330,204290,205358,339786,289151,418034,427214,156644,271060,189208,164140,311118,200456,260648,403875,140723,188828,168866,148383,368280,130401,257997,154005,126545,129743,152336,350166,304731,206704,106967,176754,290766,643270,243282,293356,304444,284987,257775,207033,306078,236708,259558,634526,253571
1/31/2020,569813,210164,327360,249766,204302,197133,152229,175146,205044,206116,340642,289719,421340,429121,157216,273147,190251,164596,311559,201264,261544,405547,141474,189373,169432,148967,369499,131116,258730,154307,126946,130053,152735,351898,306155,207713,107003,177374,293020,643116,245300,294946,305755,286402,257647,207831,305820,236802,260280,637048,254531
2/29/2020,573975,210591,328101,250981,204527,197735,152916,175948,205955,207023,341625,290382,424910,431279,157960,275219,191386,165100,312114,202025,262545,407080,142247,189932,169909,149454,370945,131739,259231,154500,127259,130447,153279,353534,307402,208867,107078,178125,295770,642876,247294,296965,307296,287633,257723,208782,303294,237099,260677,639504,255456
3/31/2020,578267,211199,328677,252309,204839,198377,153593,176977,206804,208001,342527,291002,428896,433883,158690,277574,192630,165650,312990,202676,263708,408794,143072,190594,170388,149987,372868,132465,259855,154727,127539,130907,153853,355484,309730,210141,107136,178938,298257,642526,249550,299333,308658,288867,257521,209684,300073,237454,261265,640783,256089
