,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,1996-11-30,98583.79236047286,97887.53631982254,99527.82075986583,98583.79236047286,98583.79236047286,90.7385938566817,90.7385938566817,90.7385938566817,90.7385938566817,90.7385938566817,90.7385938566817,0.0,0.0,0.0,98674.53095432954
11,1996-12-31,98705.35532052786,98178.31205406378,99714.4773033887,98705.35532052786,98705.35532052786,223.44013348938398,223.44013348938398,223.44013348938398,223.44013348938398,223.44013348938398,223.44013348938398,0.0,0.0,0.0,98928.79545401724
12,1997-01-31,98826.91828058286,98371.66040801213,99917.4498930508,98826.91828058286,98826.91828058286,291.974771795773,291.974771795773,291.974771795773,291.974771795773,291.974771795773,291.974771795773,0.0,0.0,0.0,99118.89305237864
13,1997-02-28,98936.71708321318,98187.34972425555,99780.73134787632,98936.71708321318,98936.71708321318,17.928823054008337,17.928823054008337,17.928823054008337,17.928823054008337,17.928823054008337,17.928823054008337,0.0,0.0,0.0,98954.6459062672
14,1997-03-31,99058.28004326818,98229.62791413469,99858.0429601308,99058.28004326818,99058.28004326818,11.005998247042605,11.005998247042605,11.005998247042605,11.005998247042605,11.005998247042605,11.005998247042605,0.0,0.0,0.0,99069.28604151522
15,1997-04-30,99175.92161751495,98573.84317279371,100192.0512387917,99175.92161751495,99175.92161751495,216.75938285476897,216.75938285476897,216.75938285476897,216.75938285476897,216.75938285476897,216.75938285476897,0.0,0.0,0.0,99392.68100036972
16,1997-05-31,99297.48457756997,98659.3690395432,100313.01224035404,99297.48457756997,99297.48457756997,176.07327075339003,176.07327075339003,176.07327075339003,176.07327075339003,176.07327075339003,176.07327075339003,0.0,0.0,0.0,99473.55784832335
17,1997-06-30,99415.12615181673,98761.27920581446,100360.95315203843,99415.12615181673,99415.12615181673,147.08630805245903,147.08630805245903,147.08630805245903,147.08630805245903,147.08630805245903,147.08630805245903,0.0,0.0,0.0,99562.21245986919
18,1997-07-31,99536.68911187172,98868.39609016576,100406.06853245612,99536.68911187172,99536.68911187172,106.14657848092295,106.14657848092295,106.14657848092295,106.14657848092295,106.14657848092295,106.14657848092295,0.0,0.0,0.0,99642.83569035264
19,1997-08-31,99787.56481815272,99026.76994021246,100620.08431939916,99787.56481815272,99787.56481815272,50.63952614868425,50.63952614868425,50.63952614868425,50.63952614868425,50.63952614868425,50.63952614868425,0.0,0.0,0.0,99838.20434430141
20,1997-09-30,100030.34775971498,99242.20814366783,100822.45409429542,100030.34775971498,100030.34775971498,39.615997889724326,39.615997889724326,39.615997889724326,39.615997889724326,39.615997889724326,39.615997889724326,0.0,0.0,0.0,100069.9637576047
21,1997-10-31,100281.22346599598,99504.01382990905,101119.58218680372,100281.22346599598,100281.22346599598,35.28242243060519,35.28242243060519,35.28242243060519,35.28242243060519,35.28242243060519,35.28242243060519,0.0,0.0,0.0,100316.50588842659
22,1997-11-30,100524.00640755823,99806.1902329234,101450.63337644565,100524.00640755823,100524.00640755823,78.53839845860725,78.53839845860725,78.53839845860725,78.53839845860725,78.53839845860725,78.53839845860725,0.0,0.0,0.0,100602.54480601684
23,1997-12-31,100774.88211383924,100074.40923003694,101641.18154401741,100774.88211383924,100774.88211383924,130.10584819029327,130.10584819029327,130.10584819029327,130.10584819029327,130.10584819029327,130.10584819029327,0.0,0.0,0.0,100904.98796202953
24,1998-01-31,101025.75782012023,100369.08355890281,102014.73748880457,101025.75782012023,101025.75782012023,151.69121402899464,151.69121402899464,151.69121402899464,151.69121402899464,151.69121402899464,151.69121402899464,0.0,0.0,0.0,101177.44903414922
25,1998-02-28,101252.35523224501,100645.53537178236,102234.33615522484,101252.35523224501,101252.35523224501,190.60445327675768,190.60445327675768,190.60445327675768,190.60445327675768,190.60445327675768,190.60445327675768,0.0,0.0,0.0,101442.95968552177
26,1998-03-31,101503.230938526,100815.4525516199,102395.78460079776,101503.230938526,101503.230938526,123.02889745060163,123.02889745060163,123.02889745060163,123.02889745060163,123.02889745060163,123.02889745060163,0.0,0.0,0.0,101626.2598359766
27,1998-04-30,101746.01388008827,101110.26004332874,102636.88335068789,101746.01388008827,101746.01388008827,130.41512574622257,130.41512574622257,130.41512574622257,130.41512574622257,130.41512574622257,130.41512574622257,0.0,0.0,0.0,101876.42900583449
28,1998-05-31,101996.88958636926,101246.32916661883,102955.45068985003,101996.88958636926,101996.88958636926,106.67967215148477,106.67967215148477,106.67967215148477,106.67967215148477,106.67967215148477,106.67967215148477,0.0,0.0,0.0,102103.56925852074
29,1998-06-30,102281.92755616124,101589.77851740099,103159.5035189662,102281.92755616124,102281.92755616124,127.19698464326721,127.19698464326721,127.19698464326721,127.19698464326721,127.19698464326721,127.19698464326721,0.0,0.0,0.0,102409.1245408045
30,1998-07-31,102576.46679161297,101868.70157496352,103458.52174633235,102576.46679161297,102576.46679161297,101.84414529587197,101.84414529587197,101.84414529587197,101.84414529587197,101.84414529587197,101.84414529587197,0.0,0.0,0.0,102678.31093690883
31,1998-08-31,102871.0060270647,102163.43063336793,103704.38541232033,102871.0060270647,102871.0060270647,75.69588451370971,75.69588451370971,75.69588451370971,75.69588451370971,75.69588451370971,75.69588451370971,0.0,0.0,0.0,102946.7019115784
32,1998-09-30,103156.04399685668,102439.94062493676,104100.84656557858,103156.04399685668,103156.04399685668,90.98607256914991,90.98607256914991,90.98607256914991,90.98607256914991,90.98607256914991,90.98607256914991,0.0,0.0,0.0,103247.03006942583
33,1998-10-31,103450.5832323084,102726.50837619397,104317.35457418724,103450.58323230839,103450.58323230839,86.18705257599456,86.18705257599456,86.18705257599456,86.18705257599456,86.18705257599456,86.18705257599456,0.0,0.0,0.0,103536.77028488439
34,1998-11-30,103735.62120210039,102933.84298087218,104662.29793851284,103735.62120210039,103735.62120210039,63.503296108857235,63.503296108857235,63.503296108857235,63.503296108857235,63.503296108857235,63.503296108857235,0.0,0.0,0.0,103799.12449820925
35,1998-12-31,104030.16043755211,103262.56971422822,104870.07955666866,104030.16043755211,104030.16043755211,35.459439577873944,35.459439577873944,35.459439577873944,35.459439577873944,35.459439577873944,35.459439577873944,0.0,0.0,0.0,104065.61987712998
36,1999-01-31,104324.69967300384,103462.60694455312,105148.83318021784,104324.69967300384,104324.69967300384,15.029018616040114,15.029018616040114,15.029018616040114,15.029018616040114,15.029018616040114,15.029018616040114,0.0,0.0,0.0,104339.72869161988
37,1999-02-28,104590.73511147636,104134.11898676121,105769.38841553217,104590.73511147636,104590.73511147636,365.9882418827867,365.9882418827867,365.9882418827867,365.9882418827867,365.9882418827867,365.9882418827867,0.0,0.0,0.0,104956.72335335915
38,1999-03-31,105138.49108149795,104575.12022510232,106168.91122803399,105138.49108149795,105138.49108149795,231.63545365590605,231.63545365590605,231.63545365590605,231.63545365590605,231.63545365590605,231.63545365590605,0.0,0.0,0.0,105370.12653515386
39,1999-04-30,105668.57750409948,104966.35561158812,106519.14829692504,105668.57750409948,105668.57750409948,40.688477595474005,40.688477595474005,40.688477595474005,40.688477595474005,40.688477595474005,40.688477595474005,0.0,0.0,0.0,105709.26598169495
40,1999-05-31,106216.33347412107,105464.62031049667,107036.85265851315,106216.33347412107,106216.33347412107,37.36389725716445,37.36389725716445,37.36389725716445,37.36389725716445,37.36389725716445,37.36389725716445,0.0,0.0,0.0,106253.69737137824
41,1999-06-30,106746.41989672261,106035.21125933481,107682.2360673502,106746.41989672263,106746.41989672263,108.79193021479847,108.79193021479847,108.79193021479847,108.79193021479847,108.79193021479847,108.79193021479847,0.0,0.0,0.0,106855.2118269374
42,1999-07-31,107294.1758667442,106576.58781904065,108207.23166051567,107294.1758667442,107294.1758667442,99.1661364153218,99.1661364153218,99.1661364153218,99.1661364153218,99.1661364153218,99.1661364153218,0.0,0.0,0.0,107393.34200315953
43,1999-08-31,107841.9318367658,107174.70245336147,108684.46295763347,107841.9318367658,107841.9318367658,102.13498652986503,102.13498652986503,102.13498652986503,102.13498652986503,102.13498652986503,102.13498652986503,0.0,0.0,0.0,107944.06682329567
44,1999-09-30,108372.01825936734,107649.58359252132,109291.30014896057,108372.01825936734,108372.01825936734,142.38605006458224,142.38605006458224,142.38605006458224,142.38605006458224,142.38605006458224,142.38605006458224,0.0,0.0,0.0,108514.40430943192
45,1999-10-31,108919.77422938893,108287.02546367836,109861.39031403702,108919.77422938893,108919.77422938893,135.32245824483476,135.32245824483476,135.32245824483476,135.32245824483476,135.32245824483476,135.32245824483476,0.0,0.0,0.0,109055.09668763376
46,1999-11-30,109449.86065199047,108673.06405282862,110344.81700861866,109449.86065199047,109449.86065199047,45.674134030182906,45.674134030182906,45.674134030182906,45.674134030182906,45.674134030182906,45.674134030182906,0.0,0.0,0.0,109495.53478602065
47,1999-12-31,109690.07332901594,108810.96163224023,110415.22019191057,109690.07332901594,109690.07332901594,-60.34027951812392,-60.34027951812392,-60.34027951812392,-60.34027951812392,-60.34027951812392,-60.34027951812392,0.0,0.0,0.0,109629.73304949782
48,2000-01-31,109930.2860060414,109000.74676234131,110642.95608126048,109930.2860060414,109930.2860060414,-117.85084961254886,-117.85084961254886,-117.85084961254886,-117.85084961254886,-117.85084961254886,-117.85084961254886,0.0,0.0,0.0,109812.43515642885
49,2000-02-29,110155.0010910007,109155.6087927323,110803.22018687183,110155.0010910007,110155.0010910007,-151.8189245419965,-151.8189245419965,-151.8189245419965,-151.8189245419965,-151.8189245419965,-151.8189245419965,0.0,0.0,0.0,110003.1821664587
50,2000-03-31,110395.21376802618,109456.65671851256,111070.08852296702,110395.21376802618,110395.21376802618,-104.26661776320134,-104.26661776320134,-104.26661776320134,-104.26661776320134,-104.26661776320134,-104.26661776320134,0.0,0.0,0.0,110290.94715026297
51,2000-04-30,110627.67764901857,110085.95880558356,111741.97016175571,110627.67764901857,110627.67764901857,299.6299953215378,299.6299953215378,299.6299953215378,299.6299953215378,299.6299953215378,299.6299953215378,0.0,0.0,0.0,110927.30764434011
52,2000-05-31,110867.89032604404,110356.84739820955,111937.94813718153,110867.89032604403,110867.89032604403,245.42755346173402,245.42755346173402,245.42755346173402,245.42755346173402,245.42755346173402,245.42755346173402,0.0,0.0,0.0,111113.31787950578
53,2000-06-30,111100.35420703643,110445.76829873626,112132.97328645925,111100.35420703643,111100.35420703643,168.40900690343804,168.40900690343804,168.40900690343804,168.40900690343804,168.40900690343804,168.40900690343804,0.0,0.0,0.0,111268.76321393988
54,2000-07-31,111340.56688406189,110620.09350738392,112287.01129780847,111340.56688406189,111340.56688406189,112.06790414820883,112.06790414820883,112.06790414820883,112.06790414820883,112.06790414820883,112.06790414820883,0.0,0.0,0.0,111452.6347882101
55,2000-08-31,111580.77956108736,110824.54941238525,112399.1947897642,111580.77956108736,111580.77956108736,27.012558936859797,27.012558936859797,27.012558936859797,27.012558936859797,27.012558936859797,27.012558936859797,0.0,0.0,0.0,111607.79212002421
56,2000-09-30,111722.45069123173,110941.13477927672,112529.08476423618,111722.45069123173,111722.45069123173,-11.634550877578363,-11.634550877578363,-11.634550877578363,-11.634550877578363,-11.634550877578363,-11.634550877578363,0.0,0.0,0.0,111710.81614035415
57,2000-10-31,111868.84419238093,111033.21453840446,112719.30283285576,111868.84419238093,111868.84419238093,-17.316435232936932,-17.316435232936932,-17.316435232936932,-17.316435232936932,-17.316435232936932,-17.316435232936932,0.0,0.0,0.0,111851.527757148
58,2000-11-30,112010.5153225253,111319.93445564853,112931.61740298774,112010.5153225253,112010.5153225253,90.73859385640094,90.73859385640094,90.73859385640094,90.73859385640094,90.73859385640094,90.73859385640094,0.0,0.0,0.0,112101.2539163817
59,2000-12-31,112156.9088236745,111574.20970354447,113217.15565762801,112156.90882367449,112156.90882367449,223.4401334902962,223.4401334902962,223.4401334902962,223.4401334902962,223.4401334902962,223.4401334902962,0.0,0.0,0.0,112380.3489571648
60,2001-01-31,112303.30232482367,111799.65642049248,113397.03291701757,112303.30232482367,112303.30232482367,291.9747717965993,291.9747717965993,291.9747717965993,291.9747717965993,291.9747717965993,291.9747717965993,0.0,0.0,0.0,112595.27709662027
61,2001-02-28,112435.52871295842,111722.17723724674,113263.38375105416,112435.52871295842,112435.52871295842,17.928823052435803,17.928823052435803,17.928823052435803,17.928823052435803,17.928823052435803,17.928823052435803,0.0,0.0,0.0,112453.45753601086
62,2001-03-31,112581.92221410762,111843.69199115294,113393.32269556097,112581.92221410762,112581.92221410762,11.005998245742694,11.005998245742694,11.005998245742694,11.005998245742694,11.005998245742694,11.005998245742694,0.0,0.0,0.0,112592.92821235336
63,2001-04-30,112723.59334425199,112120.64379561189,113780.66112616076,112723.59334425199,112723.59334425199,216.7593828551521,216.7593828551521,216.7593828551521,216.7593828551521,216.7593828551521,216.7593828551521,0.0,0.0,0.0,112940.35272710714
64,2001-05-31,112869.98684540119,112269.46209315941,113825.55112762863,112869.98684540119,112869.98684540119,176.07327075394485,176.07327075394485,176.07327075394485,176.07327075394485,176.07327075394485,176.07327075394485,0.0,0.0,0.0,113046.06011615513
65,2001-06-30,113011.65797554556,112322.2810885183,113904.40899468714,113011.65797554556,113011.65797554556,147.08630805297028,147.08630805297028,147.08630805297028,147.08630805297028,147.08630805297028,147.08630805297028,0.0,0.0,0.0,113158.74428359853
66,2001-07-31,113159.20731059744,112443.19815630947,114036.0238824239,113159.20731059744,113159.20731059744,106.14657848140007,106.14657848140007,106.14657848140007,106.14657848140007,106.14657848140007,106.14657848140007,0.0,0.0,0.0,113265.35388907885
67,2001-08-31,113306.75664564931,112570.5179981762,114216.20722704813,113306.75664564931,113306.75664564931,50.639526148624775,50.639526148624775,50.639526148624775,50.639526148624775,50.639526148624775,50.639526148624775,0.0,0.0,0.0,113357.39617179793
68,2001-09-30,113449.5463247318,112660.13629964444,114359.43554137553,113449.5463247318,113449.5463247318,39.61599788915395,39.61599788915395,39.61599788915395,39.61599788915395,39.61599788915395,39.61599788915395,0.0,0.0,0.0,113489.16232262095
69,2001-10-31,113597.09565978368,112794.15191942352,114418.93541363016,113597.09565978368,113597.09565978368,35.28242243010079,35.28242243010079,35.28242243010079,35.28242243010079,35.28242243010079,35.28242243010079,0.0,0.0,0.0,113632.37808221378
70,2001-11-30,113739.88533886614,113041.60760108478,114656.90408148672,113739.88533886614,113739.88533886614,78.53839845886678,78.53839845886678,78.53839845886678,78.53839845886678,78.53839845886678,78.53839845886678,0.0,0.0,0.0,113818.423737325
71,2001-12-31,113887.43467391802,113188.5489116466,114825.83912941773,113887.43467391802,113887.43467391802,130.10584819107584,130.10584819107584,130.10584819107584,130.10584819107584,130.10584819107584,130.10584819107584,0.0,0.0,0.0,114017.54052210909
72,2002-01-31,114034.98400896991,113351.11505122582,114970.5512422302,114034.98400896991,114034.98400896991,151.6912140297513,151.6912140297513,151.6912140297513,151.6912140297513,151.6912140297513,151.6912140297513,0.0,0.0,0.0,114186.67522299966
73,2002-02-28,114168.25437611355,113532.87860349168,115147.50187608687,114168.25437611355,114168.25437611355,190.60445327548175,190.60445327548175,190.60445327548175,190.60445327548175,190.60445327548175,190.60445327548175,0.0,0.0,0.0,114358.85882938902
74,2002-03-31,114315.80371116543,113575.95812965621,115294.49715935043,114315.80371116543,114315.80371116543,123.02889745018383,123.02889745018383,123.02889745018383,123.02889745018383,123.02889745018383,123.02889745018383,0.0,0.0,0.0,114438.83260861562
75,2002-04-30,114612.04783119979,113964.2783043057,115567.62635015916,114612.04783119979,114612.04783119979,130.4151257471453,130.4151257471453,130.4151257471453,130.4151257471453,130.4151257471453,130.4151257471453,0.0,0.0,0.0,114742.46295694693
76,2002-05-31,114918.1667552353,114221.6739405728,115861.27011671872,114918.1667552353,114918.1667552353,106.67967215213814,106.67967215213814,106.67967215213814,106.67967215213814,106.67967215213814,106.67967215213814,0.0,0.0,0.0,115024.84642738744
77,2002-06-30,115214.41087526966,114572.94920505988,116117.54458644049,115214.41087526966,115214.41087526966,127.19698464368618,127.19698464368618,127.19698464368618,127.19698464368618,127.19698464368618,127.19698464368618,0.0,0.0,0.0,115341.60785991335
78,2002-07-31,115520.5297993052,114800.33299106322,116420.90472604896,115520.5297993052,115520.5297993052,101.84414529579817,101.84414529579817,101.84414529579817,101.84414529579817,101.84414529579817,101.84414529579817,0.0,0.0,0.0,115622.37394460099
79,2002-08-31,115826.64872334071,115081.38260511697,116698.82942940512,115826.64872334071,115826.64872334071,75.69588451322292,75.69588451322292,75.69588451322292,75.69588451322292,75.69588451322292,75.69588451322292,0.0,0.0,0.0,115902.34460785393
80,2002-09-30,116122.89284337507,115399.46149563942,117023.56504314468,116122.89284337507,116122.89284337507,90.9860725685273,90.9860725685273,90.9860725685273,90.9860725685273,90.9860725685273,90.9860725685273,0.0,0.0,0.0,116213.8789159436
81,2002-10-31,116429.01176741059,115739.05646673674,117399.67974290636,116429.01176741059,116429.01176741059,86.187052576027,86.187052576027,86.187052576027,86.187052576027,86.187052576027,86.187052576027,0.0,0.0,0.0,116515.19881998662
82,2002-11-30,116725.25588744498,116020.70025774905,117592.7219626536,116725.25588744498,116725.25588744498,63.503296108408406,63.503296108408406,63.503296108408406,63.503296108408406,63.503296108408406,63.503296108408406,0.0,0.0,0.0,116788.75918355338
83,2002-12-31,117031.37481148048,116267.68040558786,117938.71489080889,117031.37481148048,117031.37481148048,35.45943957900578,35.45943957900578,35.45943957900578,35.45943957900578,35.45943957900578,35.45943957900578,0.0,0.0,0.0,117066.83425105948
84,2003-01-31,117337.49373318026,116612.64751390883,118160.11369328163,117337.49373318026,117337.49373318026,15.02901861716999,15.02901861716999,15.02901861716999,15.02901861716999,15.02901861716999,15.02901861716999,0.0,0.0,0.0,117352.52275179744
85,2003-02-28,117613.98824310262,117150.08782003453,118795.51118641255,117613.98824310262,117613.98824310262,365.98824188136484,365.98824188136484,365.98824188136484,365.98824188136484,365.98824188136484,365.98824188136484,0.0,0.0,0.0,117979.97648498398
86,2003-03-31,117920.10716480241,117294.3027637223,118903.05733511756,117920.10716480241,117920.10716480241,231.63545365513968,231.63545365513968,231.63545365513968,231.63545365513968,231.63545365513968,231.63545365513968,0.0,0.0,0.0,118151.74261845755
87,2003-04-30,118216.35128257638,117447.27614693246,119036.96821056627,118216.35128257638,118216.35128257638,40.688477596230555,40.688477596230555,40.688477596230555,40.688477596230555,40.688477596230555,40.688477596230555,0.0,0.0,0.0,118257.0397601726
88,2003-05-31,118522.47020427613,117832.40394022566,119336.56204211547,118522.47020427613,118522.47020427613,37.36389725809021,37.36389725809021,37.36389725809021,37.36389725809021,37.36389725809021,37.36389725809021,0.0,0.0,0.0,118559.83410153423
89,2003-06-30,118818.71432205012,118111.10589698025,119688.832447352,118818.71432205012,118818.71432205012,108.79193021481277,108.79193021481277,108.79193021481277,108.79193021481277,108.79193021481277,108.79193021481277,0.0,0.0,0.0,118927.50625226492
90,2003-07-31,119124.83324374986,118354.59893998191,119979.91072851156,119124.83324374986,119124.83324374986,99.16613641514462,99.16613641514462,99.16613641514462,99.16613641514462,99.16613641514462,99.16613641514462,0.0,0.0,0.0,119223.99938016501
91,2003-08-31,119430.95216544965,118699.9305452208,120319.3641348651,119430.95216544965,119430.95216544965,102.13498652984585,102.13498652984585,102.13498652984585,102.13498652984585,102.13498652984585,102.13498652984585,0.0,0.0,0.0,119533.08715197949
92,2003-09-30,119727.19628322362,119074.6414733543,120712.81123900514,119727.19628322362,119727.19628322362,142.3860500643443,142.3860500643443,142.3860500643443,142.3860500643443,142.3860500643443,142.3860500643443,0.0,0.0,0.0,119869.58233328797
93,2003-10-31,120358.18178200834,119633.91217518889,121289.3744821296,120358.18178200834,120358.18178200834,135.32245824451886,135.32245824451886,135.32245824451886,135.32245824451886,135.32245824451886,135.32245824451886,0.0,0.0,0.0,120493.50424025286
94,2003-11-30,120968.81290986456,120201.35255774055,121802.00806801877,120968.81290986456,120968.81290986456,45.67413403054835,45.67413403054835,45.67413403054835,45.67413403054835,45.67413403054835,45.67413403054835,0.0,0.0,0.0,121014.4870438951
95,2003-12-31,121599.79840864928,120787.68995597339,122354.29441008359,121599.79840864928,121599.79840864928,-60.34027951711723,-60.34027951711723,-60.34027951711723,-60.34027951711723,-60.34027951711723,-60.34027951711723,0.0,0.0,0.0,121539.45812913217
96,2004-01-31,122230.78390743402,121355.92101502878,122949.19337093155,122230.78390743403,122230.78390743403,-117.8508496124297,-117.8508496124297,-117.8508496124297,-117.8508496124297,-117.8508496124297,-117.8508496124297,0.0,0.0,0.0,122112.93305782159
97,2004-02-29,122821.06066436168,121838.14531894134,123443.76724171011,122821.06066436168,122821.06066436168,-151.81892454163344,-151.81892454163344,-151.81892454163344,-151.81892454163344,-151.81892454163344,-151.81892454163344,0.0,0.0,0.0,122669.24173982005
98,2004-03-31,123452.04616314638,122574.6468516306,124151.97992546676,123452.04616314638,123452.04616314638,-104.26661776269376,-104.26661776269376,-104.26661776269376,-104.26661776269376,-104.26661776269376,-104.26661776269376,0.0,0.0,0.0,123347.77954538369
99,2004-04-30,124062.6772910026,123535.25588816153,125166.35456742963,124062.6772910026,124062.6772910026,299.629995320638,299.629995320638,299.629995320638,299.629995320638,299.629995320638,299.629995320638,0.0,0.0,0.0,124362.30728632324
100,2004-05-31,124693.66278978733,124097.51629338098,125813.62040540295,124693.66278978733,124693.66278978733,245.4275534611039,245.4275534611039,245.4275534611039,245.4275534611039,245.4275534611039,245.4275534611039,0.0,0.0,0.0,124939.09034324843
101,2004-06-30,125304.29391764352,124642.54086846556,126244.12176701493,125304.29391764352,125304.29391764352,168.40900690317972,168.40900690317972,168.40900690317972,168.40900690317972,168.40900690317972,168.40900690317972,0.0,0.0,0.0,125472.7029245467
102,2004-07-31,125935.27941642825,125319.65554136042,126886.80718394608,125935.27941642825,125935.27941642825,112.06790414815406,112.06790414815406,112.06790414815406,112.06790414815406,112.06790414815406,112.06790414815406,0.0,0.0,0.0,126047.3473205764
103,2004-08-31,126467.47051274346,125646.58807363597,127304.39761616469,126467.47051274346,126467.47051274346,27.012558936689004,27.012558936689004,27.012558936689004,27.012558936689004,27.012558936689004,27.012558936689004,0.0,0.0,0.0,126494.48307168015
104,2004-09-30,126982.49415433881,126129.47519886993,127785.14452197905,126982.49415433881,126982.49415433881,-11.634550876782582,-11.634550876782582,-11.634550876782582,-11.634550876782582,-11.634550876782582,-11.634550876782582,0.0,0.0,0.0,126970.85960346203
105,2004-10-31,127514.68525065402,126705.01846461958,128343.2380989801,127514.68525065402,127514.68525065402,-17.316435232282895,-17.316435232282895,-17.316435232282895,-17.316435232282895,-17.316435232282895,-17.316435232282895,0.0,0.0,0.0,127497.36881542174
106,2004-11-30,128029.70889224937,127319.65106008366,128906.70488786555,128029.70889224937,128029.70889224937,90.73859385607525,90.73859385607525,90.73859385607525,90.73859385607525,90.73859385607525,90.73859385607525,0.0,0.0,0.0,128120.44748610545
107,2004-12-31,128561.89998856458,127978.57720476862,129584.05755310171,128561.89998856458,128561.89998856458,223.44013348946027,223.44013348946027,223.44013348946027,223.44013348946027,223.44013348946027,223.44013348946027,0.0,0.0,0.0,128785.34012205404
108,2005-01-31,129094.09108487976,128635.26040095217,130160.47118143043,129094.09108487976,129094.09108487976,291.97477179534894,291.97477179534894,291.97477179534894,291.97477179534894,291.97477179534894,291.97477179534894,0.0,0.0,0.0,129386.06585667511
109,2005-02-28,129574.77981703544,128753.90982569201,130419.38410028198,129574.77981703544,129574.77981703544,17.928823054034833,17.928823054034833,17.928823054034833,17.928823054034833,17.928823054034833,17.928823054034833,0.0,0.0,0.0,129592.70864008948
110,2005-03-31,130106.97091335064,129320.47324177882,130894.95129354138,130106.97091335064,130106.97091335064,11.005998246868952,11.005998246868952,11.005998246868952,11.005998246868952,11.005998246868952,11.005998246868952,0.0,0.0,0.0,130117.9769115975
111,2005-04-30,130621.99455494598,130039.18255836652,131617.21519436833,130621.99455494598,130621.99455494598,216.75938285429868,216.75938285429868,216.75938285429868,216.75938285429868,216.75938285429868,216.75938285429868,0.0,0.0,0.0,130838.75393780028
112,2005-05-31,130987.69602699616,130363.86431502478,131994.6094192382,130987.69602699616,130987.69602699616,176.07327075306705,176.07327075306705,176.07327075306705,176.07327075306705,176.07327075306705,176.07327075306705,0.0,0.0,0.0,131163.7692977492
113,2005-06-30,131341.6006773673,130700.36577270224,132284.5450382136,131341.6006773673,131341.6006773673,147.08630805296534,147.08630805296534,147.08630805296534,147.08630805296534,147.08630805296534,147.08630805296534,0.0,0.0,0.0,131488.68698542027
114,2005-07-31,131707.3021494175,130972.57900379914,132582.85217306152,131707.3021494175,131707.3021494175,106.14657848096701,106.14657848096701,106.14657848096701,106.14657848096701,106.14657848096701,106.14657848096701,0.0,0.0,0.0,131813.44872789845
115,2005-08-31,132073.00362146765,131298.37385133625,132895.2363171293,132073.00362146765,132073.00362146765,50.639526149092134,50.639526149092134,50.639526149092134,50.639526149092134,50.639526149092134,50.639526149092134,0.0,0.0,0.0,132123.64314761673
116,2005-09-30,132426.9082718388,131673.19251531246,133319.81744503335,132426.9082718388,132426.9082718388,39.615997889886685,39.615997889886685,39.615997889886685,39.615997889886685,39.615997889886685,39.615997889886685,0.0,0.0,0.0,132466.5242697287
117,2005-10-31,132792.60974388896,132009.22475306428,133618.4929788526,132792.60974388896,132792.60974388896,35.28242243050672,35.28242243050672,35.28242243050672,35.28242243050672,35.28242243050672,35.28242243050672,0.0,0.0,0.0,132827.89216631945
118,2005-11-30,133146.5143942601,132436.23711988336,134099.78694676826,133146.5143942601,133146.5143942601,78.53839845899003,78.53839845899003,78.53839845899003,78.53839845899003,78.53839845899003,78.53839845899003,0.0,0.0,0.0,133225.0527927191
119,2005-12-31,133512.21586631026,132819.16559218505,134473.111058251,133512.21586631026,133512.21586631026,130.10584819063098,130.10584819063098,130.10584819063098,130.10584819063098,130.10584819063098,130.10584819063098,0.0,0.0,0.0,133642.3217145009
120,2006-01-31,133877.91733836045,133237.4673967213,134805.9971678914,133877.91733836045,133877.91733836045,151.69121402920842,151.69121402920842,151.69121402920842,151.69121402920842,151.69121402920842,151.69121402920842,0.0,0.0,0.0,134029.60855238966
121,2006-02-28,134291.92532927764,133681.54237271493,135256.5408243957,134291.92532927764,134291.92532927764,190.60445327686332,190.60445327686332,190.60445327686332,190.60445327686332,190.60445327686332,190.60445327686332,0.0,0.0,0.0,134482.5297825545
122,2006-03-31,134750.29131922178,134099.8749307469,135695.34548546647,134750.29131922178,134750.29131922178,123.0288974509183,123.0288974509183,123.0288974509183,123.0288974509183,123.0288974509183,123.0288974509183,0.0,0.0,0.0,134873.3202166727
123,2006-04-30,135193.8713094902,134538.69180673116,136119.11119354135,135193.8713094902,135193.8713094902,130.41512574621507,130.41512574621507,130.41512574621507,130.41512574621507,130.41512574621507,130.41512574621507,0.0,0.0,0.0,135324.28643523643
124,2006-05-31,135652.2372994343,134945.33228801936,136555.89735193137,135652.2372994343,135652.2372994343,106.67967215197108,106.67967215197108,106.67967215197108,106.67967215197108,106.67967215197108,106.67967215197108,0.0,0.0,0.0,135758.91697158627
125,2006-06-30,136095.81728970277,135427.88928922208,136983.15910134852,136095.81728970277,136095.81728970277,127.19698464323791,127.19698464323791,127.19698464323791,127.19698464323791,127.19698464323791,127.19698464323791,0.0,0.0,0.0,136223.014274346
126,2006-07-31,136554.18327964685,135903.02578913455,137444.7510770984,136554.18327964685,136554.18327964685,101.84414529553653,101.84414529553653,101.84414529553653,101.84414529553653,101.84414529553653,101.84414529553653,0.0,0.0,0.0,136656.02742494238
127,2006-08-31,137012.54926959093,136281.28698756863,137873.08738736183,137012.54926959093,137012.54926959093,75.6958845136803,75.6958845136803,75.6958845136803,75.6958845136803,75.6958845136803,75.6958845136803,0.0,0.0,0.0,137088.2451541046
